Player,Team,Conference,Date,Position,Height,Weight,Age,Draft_Year,Seasons_in_league,Season,Season_short,Pre_draft_Team,Real_value,Height_CM,Weight_KG,Last_Season
Zach Randolph,Memphis Grizzlies,West,31-Jan-11,PF,6'9,260,29,2001,9,2010-2011,2011,Michigan State,0.5,206,118,0
Dwight Howard,Orlando Magic,East,24-Jan-11,C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
LaMarcus Aldridge,Portland Trail Blazers,West,24-Jan-11,FC,6'11,265,25,2006,4,2010-2011,2011,Texas,0.5,211,120,0
Derrick Rose,Chicago Bulls,East,18-Jan-11,PG,6'3,200,22,2008,2,2010-2011,2011,Memphis,0.5,190,90,0
Russell Westbrook,Oklahoma City Thunder,West,18-Jan-11,G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
LeBron James,Miami Heat,East,10-Jan-11,F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Zach Randolph,Memphis Grizzlies,West,10-Jan-11,PF,6'9,260,29,2001,9,2010-2011,2011,Michigan State,0.5,206,118,0
Dwyane Wade,Miami Heat,East,3-Jan-11,SG,6'4,220,29,2003,7,2010-2011,2011,Marquette,0.5,193,99,0
Chauncey Billups,Denver Nuggets,West,3-Jan-11,G,6'3,210,34,1997,13,2010-2011,2011,Colorado,0.5,190,95,0
LeBron James,Miami Heat,East,27-Dec-10,F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Monta Ellis,Golden State Warriors,West,27-Dec-10,G,6'3,185,25,2005,5,2010-2011,2011,Lanier High School (Mississippi),0.5,190,83,0
Paul Pierce,Boston Celtics,East,20-Dec-10,SF,6'7,235,33,1998,12,2010-2011,2011,Kansas,0.5,201,106,0
Tony Parker,San Antonio Spurs,West,20-Dec-10,G,6'2,185,28,2001,9,2010-2011,2011,Paris Basket Racing (France),0.5,188,83,0
Dwyane Wade,Miami Heat,East,13-Dec-10,SG,6'4,220,29,2003,7,2010-2011,2011,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,13-Dec-10,PF,7'0,245,32,1998,12,2010-2011,2011,DJK Wurzburg (Germany),0.5,213,111,0
Amar'e Stoudemire,New York Knicks,East,6-Dec-10,FC,6'10,245,28,2002,8,2010-2011,2011,Cypress Creek High School (Florida),0.5,208,111,0
Russell Westbrook,Oklahoma City Thunder,West,6-Dec-10,G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
Dwight Howard,Orlando Magic,East,29-Nov-10,C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Dirk Nowitzki,Dallas Mavericks,West,29-Nov-10,PF,7'0,245,32,1998,12,2010-2011,2011,DJK Wurzburg (Germany),0.5,213,111,0
Amar'e Stoudemire,New York Knicks,East,22-Nov-10,FC,6'10,245,28,2002,8,2010-2011,2011,Cypress Creek High School (Florida),0.5,208,111,0
Russell Westbrook,Oklahoma City Thunder,West,22-Nov-10,G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
Derrick Rose,Chicago Bulls,East,15-Nov-10,PG,6'3,200,22,2008,2,2010-2011,2011,Memphis,0.5,190,90,0
Deron Williams,Utah Jazz,West,15-Nov-10,PG,6'3,200,26,2005,5,2010-2011,2011,Illinois,0.5,190,90,0
Dwight Howard,Orlando Magic,East,8-Nov-10,C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Chris Paul,New Orleans Hornets,West,8-Nov-10,PG,6'0,175,25,2005,5,2010-2011,2011,Wake Forest,0.5,183,79,0
Rajon Rondo,Boston Celtics,East,1-Nov-10,PG,6'1,186,25,2006,4,2010-2011,2011,Kentucky,0.5,185,84,0
Pau Gasol,Los Angeles Lakers,West,1-Nov-10,FC,7'0,250,30,2001,9,2010-2011,2011,FC Barcelona Lassa (Spain),0.5,213,113,0
Dwight Howard,Orlando Magic,East,12-Apr-10,C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Dirk Nowitzki,Dallas Mavericks,West,12-Apr-10,PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
Chris Bosh,Toronto Raptors,East,5-Apr-10,PF,6'11,235,25,2003,6,2009-2010,2010,Georgia Tech,0.5,211,106,0
Kevin Durant,Oklahoma City Thunder,West,5-Apr-10,SF,6'9,240,21,2007,2,2009-2010,2010,Texas,0.5,206,108,0
Dwyane Wade,Miami Heat,East,29-Mar-10,SG,6'4,220,28,2003,6,2009-2010,2010,Marquette,0.5,193,99,0
Manu Ginobili,San Antonio Spurs,West,29-Mar-10,SG,6'6,205,32,1999,7,2009-2010,2010,Viola Reggio Calabria (Italy),0.5,198,93,0
Paul Pierce,Boston Celtics,East,22-Mar-10,SF,6'7,235,32,1998,11,2009-2010,2010,Kansas,0.5,201,106,0
Pau Gasol,Los Angeles Lakers,West,22-Mar-10,FC,7'0,250,29,2001,8,2009-2010,2010,FC Barcelona Lassa (Spain),0.5,213,113,0
Andrew Bogut,Milwaukee Bucks,East,15-Mar-10,C,7'0,260,25,2005,4,2009-2010,2010,Utah,0.5,213,118,0
Brandon Roy,Portland Trail Blazers,West,15-Mar-10,G,6'6,211,25,2006,3,2009-2010,2010,Washington,0.5,198,95,0
Dwyane Wade,Miami Heat,East,8-Mar-10,SG,6'4,220,28,2003,6,2009-2010,2010,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,8-Mar-10,PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
LeBron James,Cleveland Cavaliers,East,1-Mar-10,F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Dirk Nowitzki,Dallas Mavericks,West,1-Mar-10,PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
Dwight Howard,Orlando Magic,East,22-Feb-10,C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Carlos Boozer,Utah Jazz,West,22-Feb-10,PF,6'9,266,28,2002,7,2009-2010,2010,Duke,0.5,206,120,0
LeBron James,Cleveland Cavaliers,East,8-Feb-10,F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Russell Westbrook,Oklahoma City Thunder,West,8-Feb-10,G,6'3,200,21,2008,1,2009-2010,2010,UCLA,0.5,190,90,0
Chris Bosh,Toronto Raptors,East,1-Feb-10,PF,6'11,235,25,2003,6,2009-2010,2010,Georgia Tech,0.5,211,106,0
Kevin Durant,Oklahoma City Thunder,West,1-Feb-10,SF,6'9,240,21,2007,2,2009-2010,2010,Texas,0.5,206,108,0
LeBron James,Cleveland Cavaliers,East,25-Jan-10,F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chauncey Billups,Denver Nuggets,West,25-Jan-10,G,6'3,210,33,1997,12,2009-2010,2010,Colorado,0.5,190,95,0
Stephen Jackson,Charlotte Bobcats,East,19-Jan-10,GF,6'8,220,31,1997,12,2009-2010,2010,Butler CC,0.5,203,99,0
Carmelo Anthony,Denver Nuggets,West,19-Jan-10,F,6'8,240,25,2003,6,2009-2010,2010,Syracuse,0.5,203,108,0
LeBron James,Cleveland Cavaliers,East,11-Jan-10,F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chris Kaman,Los Angeles Clippers,East,11-Jan-10,C,7'0,265,27,2003,6,2009-2010,2010,Central Michigan,0.5,213,120,0
Derrick Rose,Chicago Bulls,East,4-Jan-10,PG,6'3,200,21,2008,1,2009-2010,2010,Memphis,0.5,190,90,0
Kevin Durant,Oklahoma City Thunder,West,4-Jan-10,SF,6'9,240,21,2007,2,2009-2010,2010,Texas,0.5,206,108,0
LeBron James,Cleveland Cavaliers,East,28-Dec-09,F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,28-Dec-09,SG,6'6,212,31,1996,13,2009-2010,2010,Lower Merion High School (Pennsylvania),0.5,198,96,0
Dwight Howard,Orlando Magic,East,21-Dec-09,C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kobe Bryant,Los Angeles Lakers,West,21-Dec-09,SG,6'6,212,31,1996,13,2009-2010,2010,Lower Merion High School (Pennsylvania),0.5,198,96,0
Rodney Stuckey,Detroit Pistons,East,14-Dec-09,G,6'5,205,23,2007,2,2009-2010,2010,Eastern Washington,0.5,196,93,0
Deron Williams,Utah Jazz,West,14-Dec-09,PG,6'3,200,25,2005,4,2009-2010,2010,Illinois,0.5,190,90,0
Kevin Garnett,Boston Celtics,East,7-Dec-09,PF,6'11,240,33,1995,14,2009-2010,2010,Farragut Career Academy (Illinois),0.5,211,108,0
Carlos Boozer,Utah Jazz,West,7-Dec-09,PF,6'9,266,28,2002,7,2009-2010,2010,Duke,0.5,206,120,0
Gerald Wallace,Charlotte Bobcats,East,30-Nov-09,F,6'7,220,27,2001,8,2009-2010,2010,Alabama,0.5,201,99,0
Tim Duncan,San Antonio Spurs,West,30-Nov-09,FC,6'11,250,33,1997,12,2009-2010,2010,Wake Forest,0.5,211,113,0
LeBron James,Cleveland Cavaliers,East,23-Nov-09,F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,23-Nov-09,SG,6'6,212,31,1996,13,2009-2010,2010,Lower Merion High School (Pennsylvania),0.5,198,96,0
Brandon Jennings,Milwaukee Bucks,East,16-Nov-09,G,6'1,170,20,2009,0,2009-2010,2010,Virtus Roma (Italy),0.5,185,77,0
Dirk Nowitzki,Dallas Mavericks,West,16-Nov-09,PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
Joe Johnson,Atlanta Hawks,East,9-Nov-09,SG,6'7,240,28,2001,8,2009-2010,2010,Arkansas,0.5,201,108,0
Chris Kaman,Los Angeles Clippers,West,9-Nov-09,C,7'0,265,27,2003,6,2009-2010,2010,Central Michigan,0.5,213,120,0
Dwight Howard,Orlando Magic,East,2-Nov-09,C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Carmelo Anthony,Denver Nuggets,West,2-Nov-09,F,6'8,240,25,2003,6,2009-2010,2010,Syracuse,0.5,203,108,0
Ben Gordon,Chicago Bulls,East,13-Apr-09,SG,6'3,200,25,2004,4,2008-2009,2009,Connecticut,0.5,190,90,0
Brandon Roy,Portland Trail Blazers,West,13-Apr-09,G,6'6,211,24,2006,2,2008-2009,2009,Washington,0.5,198,95,0
Dwight Howard,Orlando Magic,East,6-Apr-09,C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Jason Kidd,Dallas Mavericks,West,6-Apr-09,PG,6'4,210,35,1994,14,2008-2009,2009,California,0.5,193,95,0
Dwight Howard,Orlando Magic,East,30-Mar-09,C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Tony Parker,San Antonio Spurs,West,30-Mar-09,G,6'2,185,26,2001,7,2008-2009,2009,Paris Basket Racing (France),0.5,188,83,0
LeBron James,Cleveland Cavaliers,East,23-Mar-09,F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chris Paul,New Orleans Hornets,West,23-Mar-09,PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
LeBron James,Cleveland Cavaliers,East,16-Mar-09,F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,16-Mar-09,SG,6'6,212,30,1996,12,2008-2009,2009,Lower Merion High School (Pennsylvania),0.5,198,96,0
Dwyane Wade,Miami Heat,East,9-Mar-09,SG,6'4,220,27,2003,5,2008-2009,2009,Marquette,0.5,193,99,0
Deron Williams,Utah Jazz,West,9-Mar-09,PG,6'3,200,24,2005,3,2008-2009,2009,Illinois,0.5,190,90,0
Devin Harris,New Jersey Nets,East,2-Mar-09,G,6'3,185,26,2004,4,2008-2009,2009,Wisconsin,0.5,190,83,0
David West,New Orleans Hornets,West,2-Mar-09,PF,6'9,250,28,2003,5,2008-2009,2009,Xavier,0.5,206,113,0
Dwight Howard,Orlando Magic,East,23-Feb-09,C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Pau Gasol,Los Angeles Lakers,West,23-Feb-09,FC,7'0,250,28,2001,7,2008-2009,2009,FC Barcelona Lassa (Spain),0.5,213,113,0
LeBron James,Cleveland Cavaliers,East,9-Feb-09,F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Pau Gasol,Los Angeles Lakers,West,9-Feb-09,FC,7'0,250,28,2001,7,2008-2009,2009,FC Barcelona Lassa (Spain),0.5,213,113,0
David Lee,New York Knicks,East,2-Feb-09,FC,6'9,245,25,2005,3,2008-2009,2009,Florida,0.5,206,111,0
Tony Parker,San Antonio Spurs,West,2-Feb-09,G,6'2,185,26,2001,7,2008-2009,2009,Paris Basket Racing (France),0.5,188,83,0
LeBron James,Cleveland Cavaliers,East,26-Jan-09,F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Andrew Bynum,Los Angeles Lakers,West,26-Jan-09,C,7'0,285,21,2005,3,2008-2009,2009,St. Joseph High School (New Jersey),0.5,213,129,0
Jameer Nelson,Orlando Magic,East,19-Jan-09,G,6'0,190,27,2004,4,2008-2009,2009,Saint Joseph's,0.5,183,86,0
Chris Paul,New Orleans Hornets,West,19-Jan-09,PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
Dwight Howard,Orlando Magic,East,12-Jan-09,C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kobe Bryant,Los Angeles Lakers,West,12-Jan-09,SG,6'6,212,30,1996,12,2008-2009,2009,Lower Merion High School (Pennsylvania),0.5,198,96,0
Rodney Stuckey,Detroit Pistons,East,5-Jan-09,G,6'5,205,22,2007,1,2008-2009,2009,Eastern Washington,0.5,196,93,0
Al Jefferson,Minnesota Timberwolves,West,5-Jan-09,FC,6'10,289,24,2004,4,2008-2009,2009,Prentiss High School (Mississippi),0.5,208,131,0
LeBron James,Cleveland Cavaliers,East,29-Dec-08,F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,29-Dec-08,SG,6'6,212,30,1996,12,2008-2009,2009,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jameer Nelson,Orlando Magic,East,22-Dec-08,G,6'0,190,27,2004,4,2008-2009,2009,Saint Joseph's,0.5,183,86,0
Chris Paul,New Orleans Hornets,West,22-Dec-08,PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
Al Harrington,New York Knicks,East,15-Dec-08,F,6'9,245,29,1998,10,2008-2009,2009,St. Patrick High School (New Jersey),0.5,206,111,0
Tim Duncan,San Antonio Spurs,West,15-Dec-08,FC,6'11,250,32,1997,11,2008-2009,2009,Wake Forest,0.5,211,113,0
Dwyane Wade,Miami Heat,East,8-Dec-08,SG,6'4,220,27,2003,5,2008-2009,2009,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,8-Dec-08,PF,7'0,245,30,1998,10,2008-2009,2009,DJK Wurzburg (Germany),0.5,213,111,0
Devin Harris,New Jersey Nets,East,1-Dec-08,G,6'3,185,26,2004,4,2008-2009,2009,Wisconsin,0.5,190,83,0
Brandon Roy,Portland Trail Blazers,West,1-Dec-08,G,6'6,211,24,2006,2,2008-2009,2009,Washington,0.5,198,95,0
Dwyane Wade,Miami Heat,East,24-Nov-08,SG,6'4,220,27,2003,5,2008-2009,2009,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,24-Nov-08,PF,7'0,245,30,1998,10,2008-2009,2009,DJK Wurzburg (Germany),0.5,213,111,0
LeBron James,Cleveland Cavaliers,East,17-Nov-08,F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chauncey Billups,Denver Nuggets,West,17-Nov-08,G,6'3,210,32,1997,11,2008-2009,2009,Colorado,0.5,190,95,0
LeBron James,Cleveland Cavaliers,East,10-Nov-08,F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Amar'e Stoudemire,Phoenix Suns,West,10-Nov-08,FC,6'10,245,26,2002,6,2008-2009,2009,Cypress Creek High School (Florida),0.5,208,111,0
Chris Bosh,Toronto Raptors,East,3-Nov-08,PF,6'11,235,24,2003,5,2008-2009,2009,Georgia Tech,0.5,211,106,0
Chris Paul,New Orleans Hornets,West,3-Nov-08,PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
Kevin Garnett,Boston Celtics,East,13-Apr-08,PF,6'11,240,31,1995,12,2007-2008,2008,Farragut Career Academy (Illinois),0.5,211,108,0
Allen Iverson,Denver Nuggets,West,13-Apr-08,G,6'0,165,32,1996,11,2007-2008,2008,Georgetown,0.5,183,74,0
Joe Johnson,Atlanta Hawks,East,6-Apr-08,SG,6'7,240,26,2001,6,2007-2008,2008,Arkansas,0.5,201,108,0
Kobe Bryant,Los Angeles Lakers,West,6-Apr-08,SG,6'6,212,29,1996,11,2007-2008,2008,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jason Richardson,Charlotte Bobcats,East,30-Mar-08,GF,6'6,225,27,2001,6,2007-2008,2008,Michigan State,0.5,198,102,0
Carmelo Anthony,Denver Nuggets,West,30-Mar-08,F,6'8,240,23,2003,4,2007-2008,2008,Syracuse,0.5,203,108,0
Kevin Garnett,Boston Celtics,East,23-Mar-08,PF,6'11,240,31,1995,12,2007-2008,2008,Farragut Career Academy (Illinois),0.5,211,108,0
Chris Paul,New Orleans Hornets,West,23-Mar-08,PG,6'0,175,22,2005,2,2007-2008,2008,Wake Forest,0.5,183,79,0
Antawn Jamison,Washington Wizards,East,16-Mar-08,F,6'9,235,31,1998,9,2007-2008,2008,North Carolina,0.5,206,106,0
Amar'e Stoudemire,Phoenix Suns,West,16-Mar-08,FC,6'10,245,25,2002,5,2007-2008,2008,Cypress Creek High School (Florida),0.5,208,111,0
Jason Richardson,Charlotte Bobcats,East,9-Mar-08,GF,6'6,225,27,2001,6,2007-2008,2008,Michigan State,0.5,198,102,0
Tracy McGrady,Houston Rockets,West,9-Mar-08,GF,6'8,210,28,1997,10,2007-2008,2008,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Andre Miller,Philadelphia Sixers,East,2-Mar-08,PG,6'3,200,31,1999,8,2007-2008,2008,Utah,0.5,190,90,0
Kobe Bryant,Los Angeles Lakers,West,2-Mar-08,SG,6'6,212,29,1996,11,2007-2008,2008,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Cleveland Cavaliers,East,24-Feb-08,F,6'8,250,23,2003,4,2007-2008,2008,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Manu Ginobili,San Antonio Spurs,West,24-Feb-08,SG,6'6,205,30,1999,5,2007-2008,2008,Viola Reggio Calabria (Italy),0.5,198,93,0
Andre Miller,Philadelphia Sixers,East,10-Feb-08,PG,6'3,200,31,1999,8,2007-2008,2008,Utah,0.5,190,90,0
Amar'e Stoudemire,Phoenix Suns,West,10-Feb-08,FC,6'10,245,25,2002,5,2007-2008,2008,Cypress Creek High School (Florida),0.5,208,111,0
Hedo Turkoglu,Orlando Magic,East,3-Feb-08,F,6'10,220,28,2000,7,2007-2008,2008,Anadolu Efes (Turkey),0.5,208,99,0
Brad Miller,Sacramento Kings,West,3-Feb-08,C,7'0,261,31,1998,9,2007-2008,2008,Purdue,0.5,213,118,0
Hedo Turkoglu,Orlando Magic,East,27-Jan-08,F,6'10,220,28,2000,7,2007-2008,2008,Anadolu Efes (Turkey),0.5,208,99,0
Al Jefferson,Minnesota Timberwolves,West,27-Jan-08,FC,6'10,289,23,2004,3,2007-2008,2008,Prentiss High School (Mississippi),0.5,208,131,0
Gerald Wallace,Charlotte Bobcats,East,20-Jan-08,F,6'7,220,25,2001,6,2007-2008,2008,Alabama,0.5,201,99,0
Baron Davis,Golden State Warriors,West,20-Jan-08,G,6'3,215,28,1999,8,2007-2008,2008,UCLA,0.5,190,97,0
Chris Bosh,Toronto Raptors,East,13-Jan-08,PF,6'11,235,23,2003,4,2007-2008,2008,Georgia Tech,0.5,211,106,0
Kobe Bryant,Los Angeles Lakers,West,13-Jan-08,SG,6'6,212,29,1996,11,2007-2008,2008,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Cleveland Cavaliers,East,6-Jan-08,F,6'8,250,23,2003,4,2007-2008,2008,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Allen Iverson,Denver Nuggets,West,6-Jan-08,G,6'0,165,32,1996,11,2007-2008,2008,Georgetown,0.5,183,74,0
Paul Pierce,Boston Celtics,East,30-Dec-07,SF,6'7,235,30,1998,9,2007-2008,2008,Kansas,0.5,201,106,0
Chris Paul,New Orleans Hornets,West,30-Dec-07,PG,6'0,175,22,2005,2,2007-2008,2008,Wake Forest,0.5,183,79,0
Joe Johnson,Atlanta Hawks,East,23-Dec-07,SG,6'7,240,26,2001,6,2007-2008,2008,Arkansas,0.5,201,108,0
Carmelo Anthony,Denver Nuggets,West,23-Dec-07,F,6'8,240,23,2003,4,2007-2008,2008,Syracuse,0.5,203,108,0
Paul Pierce,Boston Celtics,East,16-Dec-07,SF,6'7,235,30,1998,9,2007-2008,2008,Kansas,0.5,201,106,0
Brandon Roy,Portland Trail Blazers,West,16-Dec-07,G,6'6,211,23,2006,1,2007-2008,2008,Washington,0.5,198,95,0
Josh Smith,Atlanta Hawks,East,9-Dec-07,PF,6'9,225,22,2004,3,2007-2008,2008,Oak Hill Academy (Virginia),0.5,206,102,0
Brandon Roy,Portland Trail Blazers,West,9-Dec-07,G,6'6,211,23,2006,1,2007-2008,2008,Washington,0.5,198,95,0
Dwight Howard,Orlando Magic,East,2-Dec-07,C,6'11,265,22,2004,3,2007-2008,2008,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Stephen Jackson,Golden State Warriors,West,2-Dec-07,GF,6'8,220,29,1997,10,2007-2008,2008,Butler CC,0.5,203,99,0
LeBron James,Cleveland Cavaliers,East,25-Nov-07,F,6'8,250,23,2003,4,2007-2008,2008,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Tony Parker,San Antonio Spurs,West,25-Nov-07,G,6'2,185,25,2001,6,2007-2008,2008,Paris Basket Racing (France),0.5,188,83,0
Dwight Howard,Orlando Magic,East,18-Nov-07,C,6'11,265,22,2004,3,2007-2008,2008,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Allen Iverson,Denver Nuggets,West,18-Nov-07,G,6'0,165,32,1996,11,2007-2008,2008,Georgetown,0.5,183,74,0
Kevin Garnett,Boston Celtics,East,11-Nov-07,PF,6'11,240,31,1995,12,2007-2008,2008,Farragut Career Academy (Illinois),0.5,211,108,0
Yao Ming,Houston Rockets,West,11-Nov-07,C,7'6,310,27,2002,5,2007-2008,2008,Shanghai Dongfang (China),0.5,229,140,0
Danny Granger,Indiana Pacers,East,4-Nov-07,GF,6'9,222,24,2005,2,2007-2008,2008,New Mexico,0.5,206,100,0
Tracy McGrady,Houston Rockets,West,4-Nov-07,GF,6'8,210,28,1997,10,2007-2008,2008,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Ben Gordon,Chicago Bulls,East,15-Apr-07,SG,6'3,200,23,2004,2,2006-2007,2007,Connecticut,0.5,190,90,0
Tracy McGrady,Houston Rockets,West,15-Apr-07,GF,6'8,210,27,1997,9,2006-2007,2007,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Gerald Wallace,Charlotte Bobcats,East,8-Apr-07,F,6'7,220,24,2001,5,2006-2007,2007,Alabama,0.5,201,99,0
Tim Duncan,San Antonio Spurs,West,8-Apr-07,FC,6'11,250,30,1997,9,2006-2007,2007,Wake Forest,0.5,211,113,0
Chris Bosh,Toronto Raptors,East,1-Apr-07,PF,6'11,235,22,2003,3,2006-2007,2007,Georgia Tech,0.5,211,106,0
Yao Ming,Houston Rockets,West,1-Apr-07,C,7'6,310,26,2002,4,2006-2007,2007,Shanghai Dongfang (China),0.5,229,140,0
Gerald Wallace,Charlotte Bobcats,East,25-Mar-07,F,6'7,220,24,2001,5,2006-2007,2007,Alabama,0.5,201,99,0
Kobe Bryant,Los Angeles Lakers,West,25-Mar-07,SG,6'6,212,28,1996,10,2006-2007,2007,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jason Kidd,New Jersey Nets,East,18-Mar-07,PG,6'4,210,33,1994,12,2006-2007,2007,California,0.5,193,95,0
Kobe Bryant,Los Angeles Lakers,West,18-Mar-07,SG,6'6,212,28,1996,10,2006-2007,2007,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Cleveland Cavaliers,East,11-Mar-07,F,6'8,250,22,2003,3,2006-2007,2007,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Manu Ginobili,San Antonio Spurs,West,11-Mar-07,SG,6'6,205,29,1999,4,2006-2007,2007,Viola Reggio Calabria (Italy),0.5,198,93,0
Al Jefferson,Boston Celtics,East,4-Mar-07,FC,6'10,289,22,2004,2,2006-2007,2007,Prentiss High School (Mississippi),0.5,208,131,0
Kevin Martin,Sacramento Kings,West,4-Mar-07,SG,6'7,199,24,2004,2,2006-2007,2007,Western Carolina,0.5,201,90,0
Vince Carter,New Jersey Nets,East,25-Feb-07,SF,6'6,220,30,1998,8,2006-2007,2007,North Carolina,0.5,198,99,0
Amar'e Stoudemire,Phoenix Suns,West,25-Feb-07,FC,6'10,245,24,2002,4,2006-2007,2007,Cypress Creek High School (Florida),0.5,208,111,0
Dwyane Wade,Miami Heat,East,11-Feb-07,SG,6'4,220,25,2003,3,2006-2007,2007,Marquette,0.5,193,99,0
Carmelo Anthony,Denver Nuggets,West,11-Feb-07,F,6'8,240,22,2003,3,2006-2007,2007,Syracuse,0.5,203,108,0
Dwyane Wade,Miami Heat,East,4-Feb-07,SG,6'4,220,25,2003,3,2006-2007,2007,Marquette,0.5,193,99,0
Mehmet Okur,Utah Jazz,West,4-Feb-07,FC,6'11,249,27,2001,4,2006-2007,2007,Anadolu Efes (Turkey),0.5,211,113,0
Ben Gordon,Chicago Bulls,East,28-Jan-07,SG,6'3,200,23,2004,2,2006-2007,2007,Connecticut,0.5,190,90,0
Steve Nash,Phoenix Suns,West,28-Jan-07,G,6'3,178,33,1996,10,2006-2007,2007,Santa Clara,0.5,190,80,0
Caron Butler,Washington Wizards,East,21-Jan-07,SF,6'7,228,26,2002,4,2006-2007,2007,Connecticut,0.5,201,103,0
Steve Nash,Phoenix Suns,West,21-Jan-07,G,6'3,178,33,1996,10,2006-2007,2007,Santa Clara,0.5,190,80,0
Dwyane Wade,Miami Heat,East,14-Jan-07,SG,6'4,220,25,2003,3,2006-2007,2007,Marquette,0.5,193,99,0
